Date,Open,High,Low,Close,Adj Close,Volume
2015-01-20 00:00:00-05:00,98.33000183105469,98.33000183105469,96.83000183105469,97.51000213623047,77.38605499267578,7029500
2015-01-21 00:00:00-05:00,97.0199966430664,98.22000122070312,96.5999984741211,97.4000015258789,77.29876708984375,5031100
2015-01-22 00:00:00-05:00,97.4800033569336,99.0,97.04000091552734,98.9000015258789,78.48918914794922,7620400
2015-01-23 00:00:00-05:00,98.36000061035156,98.98999786376953,98.0999984741211,98.52999877929688,78.19554901123047,4857700
2015-01-26 00:00:00-05:00,98.19000244140625,98.94999694824219,97.66999816894531,98.69000244140625,78.32254028320312,4298700
2015-01-27 00:00:00-05:00,97.6500015258789,98.05000305175781,95.25,96.72000122070312,76.75910949707031,7365300
2015-01-28 00:00:00-05:00,97.20999908447266,97.7699966430664,95.66000366210938,95.72000122070312,75.96548461914062,6280100
2015-01-29 00:00:00-05:00,95.72000122070312,96.4800033569336,94.87000274658203,96.02999877929688,76.21149444580078,4600300
2015-01-30 00:00:00-05:00,95.11000061035156,95.33000183105469,93.55999755859375,93.77999877929688,74.42582702636719,7741500
2015-02-02 00:00:00-05:00,93.86000061035156,95.44000244140625,93.5999984741211,95.33000183105469,75.65594482421875,6889500
2015-02-03 00:00:00-05:00,96.0199966430664,96.55999755859375,95.58000183105469,96.19999694824219,76.34639739990234,5090400
2015-02-04 00:00:00-05:00,96.02999877929688,97.2699966430664,96.02999877929688,96.5999984741211,76.66383361816406,5064700
2015-02-05 00:00:00-05:00,97.2300033569336,97.2300033569336,96.41000366210938,96.61000061035156,76.67180633544922,4466200
2015-02-06 00:00:00-05:00,96.68000030517578,97.05999755859375,96.3499984741211,96.70999908447266,76.75114440917969,4629200
2015-02-09 00:00:00-05:00,96.58000183105469,96.91000366210938,95.58999633789062,95.97000122070312,76.16387939453125,4217100
2015-02-10 00:00:00-05:00,96.7300033569336,98.0999984741211,96.37999725341797,97.98999786376953,77.7669677734375,6797400
2015-02-11 00:00:00-05:00,100.05000305175781,100.76000213623047,99.19999694824219,100.4000015258789,79.67962646484375,9736400
2015-02-12 00:00:00-05:00,100.05000305175781,100.5,99.37999725341797,100.2699966430664,79.57645416259766,9062300
2015-02-13 00:00:00-05:00,100.1500015258789,100.1500015258789,98.94000244140625,99.12999725341797,78.6717300415039,5643000
2015-02-17 00:00:00-05:00,98.44999694824219,98.70999908447266,98.0,98.36000061035156,78.06063842773438,5877800
2015-02-18 00:00:00-05:00,98.23999786376953,99.48999786376953,98.16000366210938,99.33000183105469,78.83042907714844,3472500
